date;ulsp_pump_price_litre;ulsd_pump_price_litre
29/8/2022;170,12;183,2
5/9/2022;168,93;182,82
12/9/2022;167,61;182,22
19/9/2022;165,47;181,13
26/9/2022;164;180,46
3/10/2022;162,67;180,04
10/10/2022;162,09;180,76
17/10/2022;162,81;181,86
24/10/2022;164,62;187,3
31/10/2022;165,87;189,77
7/11/2022;165,62;189,79
14/11/2022;164,4;188,85
21/11/2022;163,28;187,57
28/11/2022;161,13;185,57
5/12/2022;159,2;183,56
12/12/2022;155,97;179,91
19/12/2022;154,07;177,62
26/12/2022;151,94;175,52
2/1/2023;150,9;174,16
9/1/2023;149,97;173,16
16/1/2023;148,79;171,64
23/1/2023;148,21;170,86
30/1/2023;148,18;170,56
6/2/2023;148,34;170,36
13/2/2023;147,98;169,66
20/2/2023;147,86;169,3
27/2/2023;147,55;168,56
6/3/2023;147,12;167,33
13/3/2023;146,97;167,04
20/3/2023;146,62;166,26
27/3/2023;146,21;165,18
3/4/2023;145,72;163,71
10/4/2023;145,82;162,71
17/4/2023;145,93;162,11
24/4/2023;145,84;161,34
1/5/2023;145,71;160,35
8/5/2023;145,3;158,12
15/5/2023;144,65;155,53
22/5/2023;143,64;151,59
29/5/2023;142,94;147,87
5/6/2023;142,9;146,43
12/6/2023;142,71;145,48
19/6/2023;142,95;145,2
26/6/2023;143,43;145,65
3/7/2023;143,4;145,52
10/7/2023;142,87;144,73
17/7/2023;142,77;144,64
24/7/2023;142,96;145,13
