date;ulsp_price_litre;ulsp_diff_prev_week_litre;ulsd_price_litre;ulsd_diff_prev_week_litre
14/5/2018;124,32;1,1;128,28;1,3
21/5/2018;125,93;1,6;130,04;1,8
28/5/2018;127,58;1,6;131,66;1,6
4/6/2018;128,43;0,9;132,34;0,7
11/6/2018;128,61;0,2;132,62;0,3
18/6/2018;127,92;-0,7;131,98;-0,6
25/6/2018;127,18;-0,7;131,27;-0,7
2/7/2018;126,54;-0,6;130,83;-0,4
9/7/2018;126,97;0,4;131,53;0,7
16/7/2018;127,47;0,5;131,85;0,3
23/7/2018;127,5;0;131,9;0,1
30/7/2018;127,54;0;131,94;0
6/8/2018;128,02;0,5;132,39;0,4
13/8/2018;128,39;0,4;132,56;0,2
20/8/2018;128,79;0,4;132,97;0,4
27/8/2018;129,18;0,4;133,2;0,2
3/9/2018;129,76;0,6;133,67;0,5
10/9/2018;130,24;0,5;134,31;0,6
17/9/2018;130,59;0,3;134,57;0,3
24/9/2018;130,59;0;134,77;0,2
1/10/2018;129,98;-0,6;134,86;0,1
8/10/2018;130,15;0,2;135,53;0,7
15/10/2018;130,81;0,7;136,63;1,1
22/10/2018;130,98;0,2;136,93;0,3
29/10/2018;130,64;-0,3;136,99;0,1
5/11/2018;130,11;-0,5;137,03;0
12/11/2018;128,94;-1,2;137,08;0,1
19/11/2018;127,4;-1,5;136,38;-0,7
26/11/2018;125,77;-1,6;135,43;-1
3/12/2018;124,3;-1,5;134,38;-1
10/12/2018;122,37;-1,9;132,5;-1,9
17/12/2018;121,02;-1,3;131,26;-1,2
24/12/2018;120,61;-0,4;130,91;-0,4
31/12/2018;120,18;-0,4;130,26;-0,6
7/1/2019;120,27;0,1;130,33;0,1
14/1/2019;119,53;-0,7;129,47;-0,9
21/1/2019;119,12;-0,4;128,92;-0,5
28/1/2019;119,29;0,2;129,1;0,2
4/2/2019;119,13;-0,2;129,13;0
11/2/2019;118,97;-0,2;129,17;0
18/2/2019;119,05;0,1;129,23;0,1
25/2/2019;119,22;0,2;129,66;0,4
4/3/2019;119,72;0,5;130,25;0,6
11/3/2019;120,1;0,4;130,59;0,3
18/3/2019;120,48;0,4;130,85;0,3
25/3/2019;120,83;0,4;131,15;0,3
1/4/2019;121,7;0,9;131,48;0,3
8/4/2019;122,66;1;132,08;0,6
15/4/2019;124,06;1,4;132,96;0,9
22/4/2019;125,43;1,4;133,99;1
29/4/2019;126,36;0,9;134,6;0,6
6/5/2019;127,5;1,1;135,41;0,8
13/5/2019;127,97;0,5;135,36;0
20/5/2019;128,51;0,5;135,82;0,5
27/5/2019;129,14;0,6;136,45;0,6
3/6/2019;129,41;0,3;136,39;-0,1
10/6/2019;128,89;-0,5;135,4;-1
17/6/2019;127,66;-1,2;133,76;-1,6
24/6/2019;126,66;-1;131,81;-1,9
1/7/2019;126,49;-0,2;131,55;-0,3
8/7/2019;126,86;0,4;131,68;0,1
15/7/2019;127,13;0,3;131,86;0,2
22/7/2019;127,81;0,7;132,21;0,4
29/7/2019;128,03;0,2;132,6;0,4
5/8/2019;128,37;0,3;132,61;0
12/8/2019;128,36;0;132,59;0
19/8/2019;128,17;-0,2;132,6;0
26/8/2019;128,22;0,1;132,51;-0,1
2/9/2019;127,86;-0,4;132,29;-0,2
9/9/2019;127,79;-0,1;131,89;-0,4
16/9/2019;126,92;-0,9;131,35;-0,5
23/9/2019;126,78;-0,1;131,52;0,2
30/9/2019;126,92;0,1;131,83;0,3
7/10/2019;126,87;-0,1;131,82;0
14/10/2019;126,91;0;131,89;0,1
21/10/2019;126,4;-0,5;131,28;-0,6
28/10/2019;125,77;-0,6;130,6;-0,7
4/11/2019;125,56;-0,2;130,38;-0,2
11/11/2019;125,59;0;130,42;0
18/11/2019;125,58;0;130,35;-0,1
25/11/2019;125,32;-0,3;130,08;-0,3
2/12/2019;124,81;-0,5;129,79;-0,3
9/12/2019;124,75;-0,1;129,79;0
16/12/2019;124,33;-0,4;129,56;-0,2
23/12/2019;124,16;-0,2;129,81;0,2
30/12/2019;124,96;0,8;130,54;0,7
6/1/2020;126,09;1,1;131,56;1
13/1/2020;127,17;1,1;132,69;1,1
20/1/2020;127,18;0;132,74;0,1
27/1/2020;127,33;0,2;132,88;0,1
3/2/2020;125,85;-1,5;131,48;-1,4
10/2/2020;124,73;-1,1;129,7;-1,8
17/2/2020;123,8;-0,9;128,2;-1,5
24/2/2020;123,45;-0,3;127,67;-0,5
2/3/2020;122,43;-1;126,62;-1,1
9/3/2020;122,24;-0,2;126,25;-0,4
16/3/2020;120,33;-1,9;124,36;-1,9
23/3/2020;119,64;-0,7;123,41;-1
30/3/2020;112,45;-7,2;118,6;-4,8
6/4/2020;110,23;-2,2;116,83;-1,8
13/4/2020;109,27;-1;116,15;-0,7
20/4/2020;108,63;-0,6;115,73;-0,4
27/4/2020;107,88;-0,8;115,22;-0,5
4/5/2020;107,56;-0,3;114,94;-0,3
11/5/2020;107,45;-0,1;114,83;-0,1
18/5/2020;105,09;-2,4;112,22;-2,6
25/5/2020;104,87;-0,2;111,7;-0,5
1/6/2020;105,17;0,3;111,76;0,1
8/6/2020;105,74;0,6;111,98;0,2
15/6/2020;106,37;0,6;112,53;0,6
22/6/2020;107,13;0,8;112,98;0,4
29/6/2020;108,31;1,2;114,1;1,1
6/7/2020;109,43;1,1;115,05;0,9
13/7/2020;111,24;1,8;116,75;1,7
20/7/2020;112,23;1;117,35;0,6
27/7/2020;112,66;0,4;117,76;0,4
3/8/2020;112,91;0,3;117,97;0,2
10/8/2020;113,02;0,1;118,01;0
17/8/2020;113,04;0;118;0
24/8/2020;113,22;0,2;118,14;0,1
31/8/2020;113,29;0,1;118,18;0
7/9/2020;113,37;0,1;118,22;0
14/9/2020;113,32;0;118,18;0
21/9/2020;113,31;0;118,16;0
28/9/2020;113,3;0;118,14;0
5/10/2020;113,26;0;118,11;0
12/10/2020;113,19;-0,1;118,05;-0,1
19/10/2020;113,18;0;118,08;0
26/10/2020;113,14;0;118,08;0
2/11/2020;113,11;0;118,06;0
9/11/2020;112,5;-0,6;117,28;-0,8
16/11/2020;112,35;-0,2;117,07;-0,2
23/11/2020;112,42;0,1;117,13;0,1
30/11/2020;112,61;0,2;117,41;0,3
7/12/2020;113,17;0,6;117,99;0,6
14/12/2020;113,82;0,7;118,57;0,6
21/12/2020;114,43;0,6;119,17;0,6
28/12/2020;114,91;0,5;119,65;0,5
4/1/2021;115,39;0,5;119,97;0,3
11/1/2021;116,14;0,8;120,61;0,6
18/1/2021;116,93;0,8;121,52;0,9
25/1/2021;118,1;1,2;122,7;1,2
1/2/2021;119,14;1;123,7;1
8/2/2021;119,67;0,5;124,09;0,4
15/2/2021;120,53;0,9;125,01;0,9
22/2/2021;121,27;0,7;125,71;0,7
1/3/2021;122,17;0,9;126,62;0,9
8/3/2021;122,94;0,8;127,4;0,8
15/3/2021;123,9;1;128,24;0,8
22/3/2021;124,57;0,7;129,02;0,8
29/3/2021;125,13;0,6;129,32;0,3
5/4/2021;125,24;0,1;129,35;0
12/4/2021;125,4;0,2;129,39;0
19/4/2021;125,48;0,1;129,49;0,1
26/4/2021;125,8;0,3;129,77;0,3
3/5/2021;126,09;0,3;130;0,2
10/5/2021;126,53;0,4;130,43;0,4
17/5/2021;127,19;0,7;131,03;0,6
24/5/2021;127,89;0,7;131,52;0,5
31/5/2021;128,15;0,3;131,82;0,3
7/6/2021;128,69;0,5;132,38;0,6
14/6/2021;129,47;0,8;133,17;0,8
21/6/2021;130,1;0,6;133,69;0,5
28/6/2021;130,73;0,6;134,27;0,6
5/7/2021;131,7;1;134,13;-0,1
12/7/2021;132,47;0,8;135,29;1,2
19/7/2021;133,2;0,7;135,95;0,7
26/7/2021;133,48;0,3;136,2;0,3
2/8/2021;134,21;0,7;136,89;0,7
9/8/2021;134,7;0,5;137,31;0,4
16/8/2021;134,7;0;136,77;-0,5
23/8/2021;134,68;0;137,15;0,4
30/8/2021;134,66;0;137,11;0
6/9/2021;134,76;0,1;137,19;0,1
13/9/2021;134,75;0;137,19;0
20/9/2021;134,86;0,1;137,35;0,2
27/9/2021;135,19;0,3;137,95;0,6
4/10/2021;136,1;0,9;139,2;1,2
11/10/2021;137,17;1,1;140,66;1,5
18/10/2021;139,46;2,3;143,19;2,5
25/10/2021;141,81;2,3;145,9;2,7
1/11/2021;143,7;1,9;147,48;1,6
8/11/2021;144,9;1,2;148,84;1,4
15/11/2021;145,87;1;149,76;0,9
22/11/2021;146,89;1;150,73;1
29/11/2021;147,53;0,6;151,31;0,6
6/12/2021;146,89;-0,6;150,61;-0,7
13/12/2021;146,22;-0,7;149,88;-0,7
20/12/2021;145,16;-1,1;148,89;-1
27/12/2021;144,92;-0,2;148,82;-0,1
3/1/2022;145,04;0,1;148,85;0
10/1/2022;144,82;-0,2;148,65;-0,2
17/1/2022;144,8;0;148,7;0
24/1/2022;144,87;0,1;148,81;0,1
31/1/2022;145,74;0,9;149,68;0,9
7/2/2022;146,33;0,6;150,3;0,6
14/2/2022;146,95;0,6;151,1;0,8
21/2/2022;147,77;0,8;151,95;0,8
28/2/2022;149,22;1,4;153,36;1,4
7/3/2022;152,95;3,7;158,56;5,2
14/3/2022;159,96;7;169,48;10,9
21/3/2022;165,37;5,4;177,47;8
28/3/2022;162,65;-2,7;176,44;-1
4/4/2022;161,91;-0,7;176;-0,4
11/4/2022;161,78;-0,1;176,22;0,2
18/4/2022;161,67;-0,1;175,93;-0,3
25/4/2022;161,84;0,2;176,33;0,4
2/5/2022;162,48;0,6;177,06;0,7
9/5/2022;163,68;1,2;178,39;1,3
16/5/2022;165,09;1,4;179,67;1,3
23/5/2022;167,59;2,5;181,16;1,5
30/5/2022;170,36;2,8;182,25;1,1
6/6/2022;174,99;4,6;184,94;2,7
13/6/2022;182,53;7,5;190,43;5,5
20/6/2022;186,85;4,3;194,87;4,4
27/6/2022;190,93;4,1;198,93;4,1
4/7/2022;191,55;0,6;199,22;0,3
11/7/2022;190,63;-0,9;198,74;-0,5
18/7/2022;188,92;-1,7;197,53;-1,2
25/7/2022;186,6;-2,3;195,88;-1,7
1/8/2022;182,77;-3,8;193,04;-2,8
8/8/2022;177,64;-5,1;188,49;-4,5
15/8/2022;174,19;-3,5;185,16;-3,3
22/8/2022;171,14;-3;182,92;-2,2
29/8/2022;170,12;-1;183,2;0,3
5/9/2022;168,93;-1,2;182,82;-0,4
12/9/2022;167,61;-1,3;182,22;-0,6
19/9/2022;165,47;-2,1;181,13;-1,1
26/9/2022;164;-1,5;180,46;-0,7
3/10/2022;162,67;-1,3;180,04;-0,4
10/10/2022;162,09;-0,6;180,76;0,7
17/10/2022;162,81;0,7;181,86;1,1
24/10/2022;164,62;1,8;187,3;5,4
31/10/2022;165,87;1,3;189,77;2,5
7/11/2022;165,62;-0,3;189,79;0
14/11/2022;164,4;-1,2;188,85;-0,9
21/11/2022;163,28;-1,1;187,57;-1,3
28/11/2022;161,13;-2,1;185,57;-2
5/12/2022;159,2;-1,9;183,56;-2
12/12/2022;155,97;-3,2;179,91;-3,7
19/12/2022;154,07;-1,9;177,62;-2,3
26/12/2022;151,94;-2,1;175,52;-2,1
2/1/2023;150,9;-1;174,16;-1,4
9/1/2023;149,97;-0,9;173,16;-1
16/1/2023;148,79;-1,2;171,64;-1,5
23/1/2023;148,21;-0,6;170,86;-0,8
30/1/2023;148,18;0;170,56;-0,3
6/2/2023;148,34;0,2;170,36;-0,2
13/2/2023;147,98;-0,4;169,66;-0,7
20/2/2023;147,86;-0,1;169,3;-0,4
27/2/2023;147,55;-0,3;168,56;-0,7
6/3/2023;147,12;-0,4;167,33;-1,2
13/3/2023;146,97;-0,1;167,04;-0,3
20/3/2023;146,62;-0,4;166,26;-0,8
27/3/2023;146,21;-0,4;165,18;-1,1
3/4/2023;145,72;-0,5;163,71;-1,5
10/4/2023;145,82;0,1;162,71;-1
17/4/2023;145,93;0,1;162,11;-0,6
24/4/2023;145,84;-0,1;161,34;-0,8
1/5/2023;145,71;-0,1;160,35;-1
8/5/2023;145,3;-0,4;158,12;-2,2
15/5/2023;144,65;-0,7;155,53;-2,6
22/5/2023;143,64;-1;151,59;-3,9
29/5/2023;142,94;-0,7;147,87;-3,7
5/6/2023;142,9;0;146,43;-1,4
12/6/2023;142,71;-0,2;145,48;-1
19/6/2023;142,95;0,2;145,2;-0,3
26/6/2023;143,43;0,5;145,65;0,5
3/7/2023;143,4;0;145,52;-0,1
10/7/2023;142,87;-0,5;144,73;-0,8
17/7/2023;142,77;-0,1;144,64;-0,1
24/7/2023;142,96;0,2;145,13;0,5
